bgt_actual_amount,bgt_committed_amount,bgt_cost_code_budget,bgt_cost_code_spent_pct,bgt_forecast_at_completion,cf_actual_amount,cf_flow_month,cf_flow_type,cf_planned_amount,cf_variance_amount,cf_working_capital_days,contract_end_date,contract_number,contract_start_date,contract_type,contract_value,ev_ac,ev_bac,ev_cpi,ev_cv,ev_eac,ev_ev,ev_pv,ev_spi,ev_sv,ev_vac,ext_commodity_name,ext_forex_rate,ext_market_price,ext_price_date,ext_price_mom_pct,ext_price_unit,ext_price_volatility,ext_price_yoy_pct,ext_rolling_12m_avg,ext_rolling_3m_avg,inv_budgeted_amount,inv_cgst_amount,inv_duplicate_flag,inv_duplicate_group_id,inv_grn_matched,inv_igst_amount,inv_invoice_currency,inv_invoice_date,inv_invoice_number,inv_invoice_type,inv_li_description,inv_li_epc_category,inv_li_hsn_sac_code,inv_li_material_type,inv_li_quantity,inv_li_sl_no,inv_li_taxable_amount,inv_li_total_amount,inv_li_unit_rate,inv_li_uom,inv_li_uom_normalized,inv_matched_po_number,inv_off_contract_flag,inv_other_charges,inv_payment_terms,inv_place_of_supply,inv_po_match_confidence,inv_price_variance_flag,inv_price_variance_pct,inv_project_code,inv_project_id,inv_project_name,inv_sgst_amount,inv_supplier_bank_name,inv_supplier_city,inv_supplier_email,inv_supplier_gstin,inv_supplier_name,inv_supplier_pan,inv_supplier_phone,inv_supplier_state,inv_taxable_amount,inv_total_amount,inv_variance_amount,inv_variance_flag,invoice_id,ld_per_day,line_item_id,mat_market_benchmark_rate,mat_price_trend,mat_rate_vs_benchmark_pct,pmt_advance_flag,pmt_days_to_pay,pmt_overdue_days,pmt_overdue_flag,pmt_payment_date,pmt_payment_id,pmt_payment_mode,pmt_payment_status,pmt_retention_held,pmt_retention_released,po_delivery_date,po_delivery_status,po_id,po_li_description,po_li_line_amount,po_li_quantity_ordered,po_li_quantity_pending,po_li_quantity_received,po_li_quantity_rejected,po_li_unit_rate,po_li_uom,po_open_amount,po_over_invoiced_flag,po_status,po_total_invoiced_amount,po_total_paid_amount,po_type,po_value,prj_client_name,prj_is_epc,prj_site_city,prj_site_state,prj_status,prj_total_contract_value,prj_type,retention_pct,row_process_id,sch_activity_id,sch_activity_name,sch_actual_pct,sch_actual_start,sch_delay_days,sch_delay_flag,sch_delay_reason,sch_float_days,sch_forecast_finish,sch_is_critical_path,sch_planned_finish,sch_planned_pct,sch_planned_start,synced_at,transaction_id,txn_date,txn_source,txn_type,vnd_approved_vendor,vnd_blacklisted,vnd_delivery_rating,vnd_financial_health,vnd_msme_category,vnd_msme_flag,vnd_overall_rating,vnd_quality_rating,vnd_safety_rating,vnd_specialisation,vnd_trade_category,vnd_vendor_code,vnd_vendor_id,vnd_vendor_name_normalized,vnd_vendor_type
56024.6,9055950.82,11900199.32,0.5,14215814.95,56024.6,2025-02-01,outflow_procurement,53283.55,2741.05,34,2025-10-23,CTR-BEC-INF-WSA-VND--001,2024-12-02,cost_plus,578457,58192.97,14215814.95,142.42,8229627.15,99816.14,8287820.12,10804019.36,0.767,-2516199.24,14115998.81,,,,,,,,,,,11967886.04,0.0,0,,0,0.0,USD,2025-02-01,AM-2025-0000011,tax_invoice,Civil supply — Western Sydney International Airpor Lot 11,civil,8708,aggregate,20.92,11,56024.6,56024.6,2678.04,CY,CY,PO-BEC-INF-WSA-VND-AM-00011,0,351.95,Net 30 — monthly progress billing,NSW,0.94,0,,BEC-INF-WSA,PROJ-INF-001,Western Sydney International Airport,0.0,JPMorgan Chase,Lake Charles,procurement@alfredmiller.com,92-8846089,Alfred Miller Contracting,44-787194-8613,+1-927-436-6746,LA,56024.6,56024.6,-11911861.44,under,INV-91EB4654,1.58,LI-0000011,,,,0,34,,0,2025-03-07,PMT-592759,wire_transfer,paid,1680.74,0.0,2025-05-11,on_track,PO-VND-AM-00011,Civil supply — Western Sydney International Airpor Lot 11,334835.34,125.03,78.89,46.14,1.53,2678.04,CY,186737.0,0,active,314362.0,272000.31,subcontract_po,501099,WSA Co,1,Badgerys Creek,NSW,active,5000000000,infrastructure,3.0,11,ACT-BEC-INF-WSA-CIV-0011,Civil delivery — Western Sydney International A,58.3,2024-12-29,0,0,,8,2025-03-14,0,2025-03-14,76.0,2024-12-25,2025-01-15 08:00:00,INV-13C5DE43,2025-02-01,ocr_pdf,invoice,1,0,3.8,A,large,0,4.3,4.3,4.5,Civil — EPC megaprojects (Bechtel preferred vendor),civil,VND-AMC-001,00000000-0000-0000-0000-000183cff176,Alfred Miller Contracting,subcontractor
105424.6,14009778.92,18147598.41,0.7,16500727.09,105424.6,2023-07-01,outflow_procurement,102814.97,2609.63,28,2024-03-15,CTR-BEC-INF-WSA-VND--001,2023-05-06,cost_plus,1368735,115839.72,16500727.09,91.022,10428124.89,181282.84,10543964.61,13184080.94,0.8,-2640116.33,16319444.25,,,,,,,,,,,15896020.24,0.0,0,,0,0.0,USD,2023-07-03,AM-2023-0000012,tax_invoice,Civil supply — Western Sydney International Airpor Lot 12,civil,8419,aggregate,32.67,12,100404.38,105424.6,3073.29,CY,CY,PO-BEC-INF-WSA-VND-AM-00012,0,454.25,Net 30 — monthly progress billing,NSW,0.89,0,,BEC-INF-WSA,PROJ-INF-001,Western Sydney International Airport,0.0,JPMorgan Chase,Lake Charles,procurement@alfredmiller.com,92-8846089,Alfred Miller Contracting,44-787194-8613,+1-927-436-6746,LA,100404.38,105424.6,-15790595.64,under,INV-826342D1,3.75,LI-0000012,,,,0,28,,0,2023-07-31,PMT-855328,wire_transfer,paid,5271.23,0.0,2023-10-24,on_track,PO-VND-AM-00012,Civil supply — Western Sydney International Airpor Lot 12,364307.8,118.54,50.19,68.35,0.88,3073.29,CY,418805.0,0,active,786761.0,402042.93,subcontract_po,1205566,WSA Co,1,Badgerys Creek,NSW,active,5000000000,infrastructure,5.0,12,ACT-BEC-INF-WSA-CIV-0012,Civil delivery — Western Sydney International A,63.9,2023-05-14,0,0,,10,2023-09-08,0,2023-09-08,79.9,2023-05-12,2025-01-15 08:00:00,INV-4A20BFAC,2023-07-03,ocr_pdf,invoice,1,0,4.2,A,large,0,4.3,4.3,4.3,Civil — EPC megaprojects (Bechtel preferred vendor),civil,VND-AMC-001,00000000-0000-0000-0000-000183cff176,Alfred Miller Contracting,subcontractor
133702.93,5249371.35,7911666.35,1.8,9217267.18,133702.93,2025-01-01,outflow_procurement,137413.86,-3710.93,20,2025-06-20,CTR-BEC-INF-WSA-VND--001,2024-10-04,unit_rate,578674,136614.36,9217267.18,49.05,6564338.88,187915.74,6700953.24,7604245.42,0.881,-903292.18,9029351.44,,,,,,,,,,,7389662.27,0.0,0,,0,0.0,USD,2025-01-24,AM-2025-0000013,tax_invoice,Civil supply — Western Sydney International Airpor Lot 13,civil,8419,aggregate,34.47,13,133702.93,133702.93,3878.82,CY,CY,PO-BEC-INF-WSA-VND-AM-00013,0,398.68,Net 30 — monthly progress billing,NSW,0.92,0,,BEC-INF-WSA,PROJ-INF-001,Western Sydney International Airport,0.0,JPMorgan Chase,Lake Charles,procurement@alfredmiller.com,92-8846089,Alfred Miller Contracting,44-787194-8613,+1-927-436-6746,LA,133702.93,133702.93,-7255959.34,under,INV-F3D87B79,1.59,LI-0000013,,,,0,20,,0,2025-02-13,PMT-078226,wire_transfer,paid,6685.15,0.0,2025-06-15,on_track,PO-VND-AM-00013,Civil supply — Western Sydney International Airpor Lot 13,718202.31,185.16,1.12,184.04,2.53,3878.82,CY,210980.77,0,closed,296779.23,159769.79,subcontract_po,507760,WSA Co,1,Badgerys Creek,NSW,active,5000000000,infrastructure,5.0,13,ACT-BEC-INF-WSA-CIV-0013,Civil delivery — Western Sydney International A,72.7,2024-11-28,0,0,,11,2025-05-14,0,2025-05-14,82.5,2024-11-26,2025-01-15 08:00:00,INV-BC70BFF0,2025-01-24,ocr_pdf,invoice,1,0,4.5,A,large,0,4.3,4.3,4.8,Civil — EPC megaprojects (Bechtel preferred vendor),civil,VND-AMC-001,00000000-0000-0000-0000-000183cff176,Alfred Miller Contracting,subcontractor
5959.07,22500940.05,19890150.55,0.0,22764443.17,5959.07,2021-10-01,outflow_procurement,6456.95,-497.88,49,2022-01-06,CTR-BEC-INF-WSA-VND--001,2021-09-18,lump_sum,56410,5621.31,22764443.17,3183.04,17887231.02,7151.79,17892852.33,21307518.81,0.84,-3414666.48,22757291.38,,,,,,,,,,,21680261.15,0.0,0,,0,0.0,USD,2021-10-19,AM-2021-0000014,tax_invoice,Civil supply — Western Sydney International Airpor Lot 14,civil,7213,aggregate,1.59,14,5675.3,5959.07,3569.37,CY,CY,PO-BEC-INF-WSA-VND-AM-00014,0,0.93,Net 30 — monthly progress billing,NSW,0.91,0,,BEC-INF-WSA,PROJ-INF-001,Western Sydney International Airport,0.0,JPMorgan Chase,Lake Charles,procurement@alfredmiller.com,92-8846089,Alfred Miller Contracting,44-787194-8613,+1-927-436-6746,LA,5675.3,5959.07,-21674302.08,under,INV-19B15568,0.15,LI-0000014,,,,0,49,4,1,2021-12-07,PMT-262974,wire_transfer,paid,178.77,0.0,2022-02-08,delayed,PO-VND-AM-00014,Civil supply — Western Sydney International Airpor Lot 14,26984.44,7.56,1.93,5.63,0.0,3569.37,CY,12293.35,0,active,36731.65,26168.19,subcontract_po,49025,WSA Co,1,Badgerys Creek,NSW,active,5000000000,infrastructure,3.0,14,ACT-BEC-INF-WSA-CIV-0014,Civil delivery — Western Sydney International A,78.6,2021-09-30,0,0,,10,2022-01-16,0,2022-01-16,93.6,2021-09-29,2025-01-15 08:00:00,INV-56F67165,2021-10-19,ocr_pdf,invoice,1,0,3.9,A,large,0,4.3,4.3,4.6,Civil — EPC megaprojects (Bechtel preferred vendor),civil,VND-AMC-001,00000000-0000-0000-0000-000183cff176,Alfred Miller Contracting,subcontractor
77649.23,13101685.53,16769978.06,0.5,15417107.08,77649.23,2022-05-01,outflow_procurement,76837.87,811.36,34,2022-12-21,CTR-BEC-INF-WSA-VND--001,2022-04-06,cost_plus,581888,72039.54,15417107.08,141.888,10149502.45,108656.88,10221541.99,11161985.53,0.916,-940443.54,15308450.2,,,,,,,,,,,15367848.19,0.0,0,,0,0.0,USD,2022-05-06,AM-2022-0000015,tax_invoice,Civil supply — Western Sydney International Airpor Lot 15,civil,8419,aggregate,44.9,15,73951.65,77649.23,1647.03,CY,CY,PO-BEC-INF-WSA-VND-AM-00015,0,429.26,Net 30 — monthly progress billing,NSW,0.93,0,,BEC-INF-WSA,PROJ-INF-001,Western Sydney International Airport,0.0,JPMorgan Chase,Lake Charles,procurement@alfredmiller.com,92-8846089,Alfred Miller Contracting,44-787194-8613,+1-927-436-6746,LA,73951.65,77649.23,-15290198.96,under,INV-77D5461F,1.59,LI-0000015,,,,0,34,,0,2022-06-09,PMT-009961,ach,paid,2329.48,0.0,2022-10-16,on_track,PO-VND-AM-00015,Civil supply — Western Sydney International Airpor Lot 15,549910.38,333.88,67.71,266.17,3.33,1647.03,CY,294650.04,0,closed,199037.96,160593.24,subcontract_po,493688,WSA Co,1,Badgerys Creek,NSW,active,5000000000,infrastructure,3.0,15,ACT-BEC-INF-WSA-CIV-0015,Civil delivery — Western Sydney International A,66.3,2022-04-04,0,0,,12,2022-07-05,0,2022-07-05,72.4,2022-04-03,2025-01-15 08:00:00,INV-54DA2B76,2022-05-06,ocr_pdf,invoice,1,0,4.1,A,large,0,4.3,4.3,4.1,Civil — EPC megaprojects (Bechtel preferred vendor),civil,VND-AMC-001,00000000-0000-0000-0000-000183cff176,Alfred Miller Contracting,subcontractor
37311.87,10819836.08,9990691.81,0.4,10679284.21,37311.87,2025-04-01,outflow_procurement,40424.33,-3112.46,42,2026-01-31,CTR-BEC-INF-WSA-VND--001,2025-01-27,unit_rate,161081,31691.49,10679284.21,160.064,5040968.51,66718.84,5072660.0,6055154.15,0.838,-982494.15,10612565.37,,,,,,,,,,,10339405.74,0.0,0,,0,0.0,USD,2025-04-11,AM-2025-0000016,tax_invoice,Civil supply — Western Sydney International Airpor Lot 16,civil,7213,aggregate,11.23,16,34468.24,37311.87,3069.3,CY,CY,PO-BEC-INF-WSA-VND-AM-00016,0,3.41,Net 30 — monthly progress billing,NSW,0.84,0,,BEC-INF-WSA,PROJ-INF-001,Western Sydney International Airport,0.0,JPMorgan Chase,Lake Charles,procurement@alfredmiller.com,92-8846089,Alfred Miller Contracting,44-787194-8613,+1-927-436-6746,LA,34468.24,37311.87,-10302093.87,under,INV-C9FA2BC3,0.44,LI-0000016,,,,0,42,,0,2025-05-23,PMT-147714,cheque,paid,3731.19,0.0,2025-09-07,on_track,PO-VND-AM-00016,Civil supply — Western Sydney International Airpor Lot 16,95884.93,31.24,17.68,13.56,0.05,3069.3,CY,90852.06,0,active,54261.94,38206.49,subcontract_po,145114,WSA Co,1,Badgerys Creek,NSW,active,5000000000,infrastructure,10.0,16,ACT-BEC-INF-WSA-CIV-0016,Civil delivery — Western Sydney International A,47.5,2025-03-01,0,0,,14,2025-07-16,0,2025-07-16,56.7,2025-02-25,2025-01-15 08:00:00,INV-69C17878,2025-04-11,ocr_pdf,invoice,1,0,3.9,A,large,0,4.3,4.3,4.8,Civil — EPC megaprojects (Bechtel preferred vendor),civil,VND-AMC-001,00000000-0000-0000-0000-000183cff176,Alfred Miller Contracting,subcontractor
70112.85,73259229.37,62329346.82,0.1,63266059.05,70112.85,2025-12-01,outflow_procurement,73483.54,-3370.69,26,2026-03-19,CTR-BEC-MFG-INT-VND--001,2025-10-21,unit_rate,677438,70221.82,63266059.05,166.675,11633999.1,379577.38,11704220.92,14867523.88,0.787,-3163302.96,62886481.67,,,,,,,,,,,57040659.03,0.0,0,,0,0.0,USD,2025-12-26,AM-2025-0000017,tax_invoice,Civil supply — Intel Semiconductor Fab Ohio Lot 1,civil,8481,aggregate,17.19,1,70112.85,70112.85,4078.7,CY,CY,PO-BEC-MFG-INT-VND-AM-00001,0,225.11,Net 30 — monthly progress billing,OH,0.96,0,,BEC-MFG-INT,PROJ-MFG-001,Intel Semiconductor Fab Ohio,0.0,JPMorgan Chase,Lake Charles,procurement@alfredmiller.com,92-8846089,Alfred Miller Contracting,44-787194-8613,+1-927-436-6746,LA,70112.85,70112.85,-56970546.18,under,INV-154E2A97,1.86,LI-0000017,,,,0,26,,0,,PMT-625962,wire_transfer,processing,2103.39,0.0,2026-06-21,delayed,PO-VND-AM-00001,Civil supply — Intel Semiconductor Fab Ohio Lot 1,504453.62,123.68,58.29,65.39,2.04,4078.7,CY,421590.62,0,active,224419.38,159826.64,subcontract_po,646010,Intel Corporation,1,New Albany,OH,active,20000000000,manufacturing,3.0,17,ACT-BEC-MFG-INT-CIV-0001,Civil delivery — Intel Semiconductor Fab Ohio,18.5,2025-11-08,0,0,,10,2026-04-25,0,2026-04-25,23.5,2025-11-03,2025-01-15 08:00:00,INV-2075DC1D,2025-12-26,ocr_pdf,invoice,1,0,4.2,A,large,0,4.3,4.3,4.4,Civil — EPC megaprojects (Bechtel preferred vendor),civil,VND-AMC-001,00000000-0000-0000-0000-000183cff176,Alfred Miller Contracting,subcontractor
26890.74,59971186.05,70653393.74,0.0,68772502.61,26890.74,2023-07-01,outflow_procurement,28466.38,-1575.64,37,2023-11-10,CTR-BEC-MFG-INT-VND--001,2023-05-27,cost_plus,218515,22844.73,68772502.61,2284.918,52175484.75,30098.46,52198329.48,56530997.15,0.923,-4332667.67,68742404.15,,,,,,,,,,,69058700.93,0.0,0,,0,0.0,USD,2023-07-08,AM-2023-0000018,tax_invoice,Civil supply — Intel Semiconductor Fab Ohio Lot 2,civil,8708,aggregate,24.62,2,24841.33,26890.74,1008.99,CY,CY,PO-BEC-MFG-INT-VND-AM-00002,0,104.73,Net 30 — monthly progress billing,OH,0.84,0,,BEC-MFG-INT,PROJ-MFG-001,Intel Semiconductor Fab Ohio,0.0,JPMorgan Chase,Lake Charles,procurement@alfredmiller.com,92-8846089,Alfred Miller Contracting,44-787194-8613,+1-927-436-6746,LA,24841.33,26890.74,-69031810.19,under,INV-FF4586E4,0.6,LI-0000018,,,,0,37,,0,2023-08-14,PMT-273664,wire_transfer,paid,2689.07,0.0,2023-09-08,on_track,PO-VND-AM-00002,Civil supply — Intel Semiconductor Fab Ohio Lot 2,99536.86,98.65,20.17,78.48,0.82,1008.99,CY,40233.2,0,active,146828.8,123425.4,subcontract_po,187062,Intel Corporation,1,New Albany,OH,active,20000000000,manufacturing,10.0,18,ACT-BEC-MFG-INT-CIV-0002,Civil delivery — Intel Semiconductor Fab Ohio,75.9,2023-06-06,0,0,,4,2023-09-01,0,2023-09-01,82.2,2023-06-04,2025-01-15 08:00:00,INV-CED96DBB,2023-07-08,ocr_pdf,invoice,1,0,3.7,A,large,0,4.3,4.3,4.3,Civil — EPC megaprojects (Bechtel preferred vendor),civil,VND-AMC-001,00000000-0000-0000-0000-000183cff176,Alfred Miller Contracting,subcontractor
6569.88,99998294.53,76238121.54,0.0,92005357.59,6569.88,2022-06-01,outflow_procurement,6087.84,482.04,60,2022-08-27,CTR-BEC-MFG-INT-VND--001,2022-03-02,lump_sum,46639,6358.34,92005357.59,4630.409,29435356.09,19869.81,29441714.43,39194282.33,0.751,-9752567.9,91985487.78,,,,,,,,,,,84648564.06,0.0,0,,0,0.0,USD,2022-06-02,AM-2022-0000019,tax_invoice,Civil supply — Intel Semiconductor Fab Ohio Lot 3,civil,2523,aggregate,9.62,3,6569.88,6569.88,682.94,CY,CY,PO-BEC-MFG-INT-VND-AM-00003,0,487.68,Net 30 — monthly progress billing,OH,0.92,0,,BEC-MFG-INT,PROJ-MFG-001,Intel Semiconductor Fab Ohio,0.0,JPMorgan Chase,Lake Charles,procurement@alfredmiller.com,92-8846089,Alfred Miller Contracting,44-787194-8613,+1-927-436-6746,LA,6569.88,6569.88,-84641994.18,under,INV-AAA85EA7,0.13,LI-0000019,,,,0,60,15,1,2022-08-01,PMT-081686,wire_transfer,paid,197.1,0.0,2022-10-21,on_track,PO-VND-AM-00003,Civil supply — Intel Semiconductor Fab Ohio Lot 3,33709.92,49.36,10.87,38.49,0.64,682.94,CY,30108.48,0,closed,12956.52,7657.39,subcontract_po,43065,Intel Corporation,1,New Albany,OH,active,20000000000,manufacturing,3.0,19,ACT-BEC-MFG-INT-CIV-0003,Civil delivery — Intel Semiconductor Fab Ohio,32.0,2022-05-23,17,1,,2,2022-08-11,0,2022-07-25,42.6,2022-05-23,2025-01-15 08:00:00,INV-5CE4A4B1,2022-06-02,ocr_pdf,invoice,1,0,4.2,A,large,0,4.3,4.3,4.2,Civil — EPC megaprojects (Bechtel preferred vendor),civil,VND-AMC-001,00000000-0000-0000-0000-000183cff176,Alfred Miller Contracting,subcontractor
96616.65,104216673.65,80264833.62,0.1,96779727.15,96616.65,2025-11-01,outflow_procurement,96889.02,-272.37,55,2026-06-08,CTR-BEC-MFG-INT-VND--001,2025-09-14,unit_rate,756295,78449.95,96779727.15,265.235,20729191.39,364882.94,20807641.34,21001200.79,0.991,-193559.45,96414844.21,,,,,,,,,,,84844005.89,0.0,0,,0,0.0,USD,2025-11-15,AM-2025-0000020,tax_invoice,Civil supply — Intel Semiconductor Fab Ohio Lot 4,civil,7214,aggregate,35.48,4,96616.65,96616.65,2723.13,CY,CY,PO-BEC-MFG-INT-VND-AM-00004,0,478.4,Net 30 — monthly progress billing,OH,0.91,0,,BEC-MFG-INT,PROJ-MFG-001,Intel Semiconductor Fab Ohio,0.0,JPMorgan Chase,Lake Charles,procurement@alfredmiller.com,92-8846089,Alfred Miller Contracting,44-787194-8613,+1-927-436-6746,LA,96616.65,96616.65,-84747389.24,under,INV-1585B318,2.07,LI-0000020,,,,0,55,10,1,,PMT-416799,ach,processing,2898.5,0.0,2026-05-08,on_track,PO-VND-AM-00004,Civil supply — Intel Semiconductor Fab Ohio Lot 4,694207.53,254.93,157.37,97.56,3.61,2723.13,CY,398111.12,0,active,283763.88,161360.53,subcontract_po,681875,Intel Corporation,1,New Albany,OH,active,20000000000,manufacturing,3.0,20,ACT-BEC-MFG-INT-CIV-0004,Civil delivery — Intel Semiconductor Fab Ohio,21.5,2025-10-17,0,0,,5,2026-02-17,0,2026-02-17,21.7,2025-10-13,2025-01-15 08:00:00,INV-0D9CA95F,2025-11-15,ocr_pdf,invoice,1,0,3.8,A,large,0,4.3,4.3,4.5,Civil — EPC megaprojects (Bechtel preferred vendor),civil,VND-AMC-001,00000000-0000-0000-0000-000183cff176,Alfred Miller Contracting,subcontractor
16106.95,93982287.82,103281596.15,0.0,112960473.13,16106.95,2022-08-01,outflow_procurement,14706.54,1400.41,63,2023-05-11,CTR-BEC-MFG-INT-VND--001,2022-05-27,cost_plus,146760,18263.74,112960473.13,4638.719,84702091.11,24351.65,84720354.85,101551465.34,0.834,-16831110.49,112936121.48,,,,,,,,,,,94066288.09,0.0,0,,0,0.0,USD,2022-08-14,AM-2022-0000021,tax_invoice,Civil supply — Intel Semiconductor Fab Ohio Lot 5,civil,7306,aggregate,36.81,5,16106.95,16106.95,437.57,CY,CY,PO-BEC-MFG-INT-VND-AM-00005,0,180.01,Net 30 — monthly progress billing,OH,0.85,0,,BEC-MFG-INT,PROJ-MFG-001,Intel Semiconductor Fab Ohio,0.0,JPMorgan Chase,Lake Charles,procurement@alfredmiller.com,92-8846089,Alfred Miller Contracting,44-787194-8613,+1-927-436-6746,LA,16106.95,16106.95,-94050181.14,under,INV-A22C4C09,0.4,LI-0000021,,,,0,63,18,1,2022-10-16,PMT-324895,cheque,paid,805.35,0.0,2022-10-13,on_track,PO-VND-AM-00005,Civil supply — Intel Semiconductor Fab Ohio Lot 5,120161.1,274.61,183.96,90.65,5.47,437.57,CY,61947.54,0,closed,62753.46,36284.78,subcontract_po,124701,Intel Corporation,1,New Albany,OH,active,20000000000,manufacturing,5.0,21,ACT-BEC-MFG-INT-CIV-0005,Civil delivery — Intel Semiconductor Fab Ohio,75.0,2022-07-09,0,0,,4,2022-10-07,0,2022-10-07,89.9,2022-07-04,2025-01-15 08:00:00,INV-6C39E7DC,2022-08-14,ocr_pdf,invoice,1,0,4.0,A,large,0,4.3,4.3,4.2,Civil — EPC megaprojects (Bechtel preferred vendor),civil,VND-AMC-001,00000000-0000-0000-0000-000183cff176,Alfred Miller Contracting,subcontractor
12823.71,92232412.53,68266812.22,0.0,79538182.54,12823.71,2024-04-01,outflow_procurement,13275.93,-452.22,27,2024-10-24,CTR-BEC-MFG-INT-VND--001,2024-01-18,lump_sum,106982,12399.44,79538182.54,4329.895,53675873.77,18369.54,53688273.21,52336124.11,1.026,1352149.1,79519813.0,,,,,,,,,,,72209848.57,0.0,0,,0,0.0,USD,2024-04-06,AM-2024-0000022,tax_invoice,Civil supply — Intel Semiconductor Fab Ohio Lot 6,civil,8413,aggregate,2.61,6,12823.71,12823.71,4913.3,CY,CY,PO-BEC-MFG-INT-VND-AM-00006,0,441.24,Net 30 — monthly progress billing,OH,0.83,0,,BEC-MFG-INT,PROJ-MFG-001,Intel Semiconductor Fab Ohio,0.0,JPMorgan Chase,Lake Charles,procurement@alfredmiller.com,92-8846089,Alfred Miller Contracting,44-787194-8613,+1-927-436-6746,LA,12823.71,12823.71,-72197024.86,under,INV-7F4D605F,0.29,LI-0000022,,,,0,27,,0,2024-05-03,PMT-310989,ach,paid,1282.37,0.0,2024-05-25,delayed,PO-VND-AM-00006,Civil supply — Intel Semiconductor Fab Ohio Lot 6,84557.89,17.21,8.23,8.98,0.09,4913.3,CY,42184.19,0,closed,62008.81,57862.22,subcontract_po,104193,Intel Corporation,1,New Albany,OH,active,20000000000,manufacturing,10.0,22,ACT-BEC-MFG-INT-CIV-0006,Civil delivery — Intel Semiconductor Fab Ohio,67.5,2024-03-13,0,0,,10,2024-07-01,0,2024-07-01,65.8,2024-03-09,2025-01-15 08:00:00,INV-206E3DF5,2024-04-06,ocr_pdf,invoice,1,0,4.7,A,large,0,4.3,4.3,4.1,Civil — EPC megaprojects (Bechtel preferred vendor),civil,VND-AMC-001,00000000-0000-0000-0000-000183cff176,Alfred Miller Contracting,subcontractor
77152.99,99060381.33,100331390.19,0.1,95722077.78,77152.99,2025-01-01,outflow_procurement,76013.54,1139.45,44,2025-10-16,CTR-BEC-MFG-INT-VND--001,2024-10-03,lump_sum,372353,62677.21,95722077.78,1125.563,70484494.11,85043.73,70547171.32,89212976.49,0.791,-18665805.17,95637034.05,,,,,,,,,,,88689938.49,0.0,0,,0,0.0,USD,2025-01-02,AM-2025-0000023,tax_invoice,Civil supply — Intel Semiconductor Fab Ohio Lot 7,civil,8544,aggregate,22.23,7,73479.04,77152.99,3305.4,CY,CY,PO-BEC-MFG-INT-VND-AM-00007,0,45.28,Net 30 — monthly progress billing,OH,0.93,0,,BEC-MFG-INT,PROJ-MFG-001,Intel Semiconductor Fab Ohio,0.0,JPMorgan Chase,Lake Charles,procurement@alfredmiller.com,92-8846089,Alfred Miller Contracting,44-787194-8613,+1-927-436-6746,LA,73479.04,77152.99,-88612785.5,under,INV-BD6FB161,1.02,LI-0000023,,,,0,44,,0,2025-02-15,PMT-440295,ach,paid,2314.59,0.0,2025-03-03,on_track,PO-VND-AM-00007,Civil supply — Intel Semiconductor Fab Ohio Lot 7,351066.53,106.21,10.78,95.43,0.13,3305.4,CY,215910.73,0,active,136038.27,74097.24,subcontract_po,351949,Intel Corporation,1,New Albany,OH,active,20000000000,manufacturing,3.0,23,ACT-BEC-MFG-INT-CIV-0007,Civil delivery — Intel Semiconductor Fab Ohio,73.7,2024-12-21,0,0,,7,2025-02-27,0,2025-02-27,93.2,2024-12-20,2025-01-15 08:00:00,INV-B1B3802B,2025-01-02,ocr_pdf,invoice,1,0,5.0,A,large,0,4.3,4.3,4.8,Civil — EPC megaprojects (Bechtel preferred vendor),civil,VND-AMC-001,00000000-0000-0000-0000-000183cff176,Alfred Miller Contracting,subcontractor
22769.85,6899173.78,9726145.11,0.3,8940818.62,22769.85,2024-05-01,outflow_procurement,24399.51,-1629.66,47,2024-09-23,CTR-BEC-LNG-RG5-VND--001,2024-02-29,cost_plus,227444,21346.49,8940818.62,169.631,3599685.05,52707.46,3621031.54,3987605.1,0.908,-366573.56,8888111.16,,,,,,,,,,,8499928.64,0.0,0,,0,0.0,USD,2024-05-22,AM-2024-0000024,tax_invoice,Civil supply — Rio Grande LNG Train 5 Lot 1,civil,3926,aggregate,21.1,1,22769.85,22769.85,1079.14,CY,CY,PO-BEC-LNG-RG5-VND-AM-00001,0,461.91,Net 30 — monthly progress billing,TX,0.94,0,,BEC-LNG-RG5,PROJ-LNG-004,Rio Grande LNG Train 5,0.0,JPMorgan Chase,Lake Charles,procurement@alfredmiller.com,92-8846089,Alfred Miller Contracting,44-787194-8613,+1-927-436-6746,LA,22769.85,22769.85,-8477158.79,under,INV-568F8B92,0.62,LI-0000024,,,,0,47,2,1,2024-07-08,PMT-396514,wire_transfer,paid,683.1,0.0,2024-11-10,on_track,PO-VND-AM-00001,Civil supply — Rio Grande LNG Train 5 Lot 1,146417.72,135.68,38.74,96.94,1.76,1079.14,CY,94278.19,0,closed,112076.81,88495.07,subcontract_po,206355,NextDecade Corporation,1,Brownsville,TX,active,4320000000,lng,3.0,24,ACT-BEC-LNG-RG5-CIV-0001,Civil delivery — Rio Grande LNG Train 5,40.5,2024-03-26,0,0,,13,2024-08-11,0,2024-08-11,44.6,2024-03-25,2025-01-15 08:00:00,INV-34DF12DF,2024-05-22,ocr_pdf,invoice,1,0,4.7,A,large,0,4.3,4.3,4.4,Civil — EPC megaprojects (Bechtel preferred vendor),civil,VND-AMC-001,00000000-0000-0000-0000-000183cff176,Alfred Miller Contracting,subcontractor
